review,category-sentiment,category,sentiment,
"Kamar nyaman, full ac, tv nyala meskipun tdk semua chanel, kamar mandi bersih, pelayanan ramah, delat sm tempat makan, tp kadang suka mati tiba2 listriknya, overall is good. Thankyou 💙",ac_P1-pos,ac_P1,pos,
"Kamar nyaman, full ac, tv nyala meskipun tdk semua chanel, kamar mandi bersih, pelayanan ramah, delat sm tempat makan, tp kadang suka mati tiba2 listriknya, overall is good. Thankyou 💙",tv_P1-neg,tv_P1,neg,
"Kamar nyaman, full ac, tv nyala meskipun tdk semua chanel, kamar mandi bersih, pelayanan ramah, delat sm tempat makan, tp kadang suka mati tiba2 listriknya, overall is good. Thankyou 💙",kebersihan-pos,kebersihan,pos,
"Kamar nyaman, full ac, tv nyala meskipun tdk semua chanel, kamar mandi bersih, pelayanan ramah, delat sm tempat makan, tp kadang suka mati tiba2 listriknya, overall is good. Thankyou 💙",service-pos,service,pos,
"Kamar nyaman, full ac, tv nyala meskipun tdk semua chanel, kamar mandi bersih, pelayanan ramah, delat sm tempat makan, tp kadang suka mati tiba2 listriknya, overall is good. Thankyou 💙",general-pos,general,pos,
Harga dengan fasilitas yang disedikan sangat tidak sesuai. Pas chek-in handuk tidak ada harus diminta dulu baru ada. Dan kebersihan sungguh jauh dari kata bersih untuk standar hotel. Banyak sekali debu apalagi Pas buka gorden terlihat debu yang sepertinya sudah berbulan-bulan tidak dibersihkan. Kamar mandi berbau tidak sedap. ,linen_P1-neg,linen_P1,neg,
Harga dengan fasilitas yang disedikan sangat tidak sesuai. Pas chek-in handuk tidak ada harus diminta dulu baru ada. Dan kebersihan sungguh jauh dari kata bersih untuk standar hotel. Banyak sekali debu apalagi Pas buka gorden terlihat debu yang sepertinya sudah berbulan-bulan tidak dibersihkan. Kamar mandi berbau tidak sedap. ,kebersihan-neg,kebersihan,neg,
Harga dengan fasilitas yang disedikan sangat tidak sesuai. Pas chek-in handuk tidak ada harus diminta dulu baru ada. Dan kebersihan sungguh jauh dari kata bersih untuk standar hotel. Banyak sekali debu apalagi Pas buka gorden terlihat debu yang sepertinya sudah berbulan-bulan tidak dibersihkan. Kamar mandi berbau tidak sedap. ,bau_P1-neg,bau_P1,neg,
"air panas ga berfungsi,wastafel bocor,tirainya kok kotor sekali...",air_panas_P1-neg,air_panas_P1,neg,
"air panas ga berfungsi,wastafel bocor,tirainya kok kotor sekali...",kebersihan-neg,kebersihan,neg,
"tempat memang tidak strategis. bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi. beberapa fasilitas hotel pun ada yang rusak, contohnya ac, shower, kasur, kunci lemari. Walaupun yang menginap sedikit, tapi tetap saja di buatkan sarapan. yaa sesuai lah sama budget kita. overall hotelnya lumayan bagus kok. terima kasih~",kebersihan-neg,kebersihan,neg,
"tempat memang tidak strategis. bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi. beberapa fasilitas hotel pun ada yang rusak, contohnya ac, shower, kasur, kunci lemari. Walaupun yang menginap sedikit, tapi tetap saja di buatkan sarapan. yaa sesuai lah sama budget kita. overall hotelnya lumayan bagus kok. terima kasih~",ac_P1-neg,ac_P1,neg,
"tempat memang tidak strategis. bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi. beberapa fasilitas hotel pun ada yang rusak, contohnya ac, shower, kasur, kunci lemari. Walaupun yang menginap sedikit, tapi tetap saja di buatkan sarapan. yaa sesuai lah sama budget kita. overall hotelnya lumayan bagus kok. terima kasih~",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"tempat memang tidak strategis. bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi. beberapa fasilitas hotel pun ada yang rusak, contohnya ac, shower, kasur, kunci lemari. Walaupun yang menginap sedikit, tapi tetap saja di buatkan sarapan. yaa sesuai lah sama budget kita. overall hotelnya lumayan bagus kok. terima kasih~",general-pos,general,pos,
"View keren, alat mandi lengkap, cemilan+air minum ada, tapi kamer mandi ga terlalu bersih.. Seprei dan bed covernya sempet bau pesing, uda minta diganti tapi tetep bau meski ga pesing lagi.. Mohon diperhatikan.. Terima kasih airy ^^",linen_P1-pos,linen_P1,pos,
"View keren, alat mandi lengkap, cemilan+air minum ada, tapi kamer mandi ga terlalu bersih.. Seprei dan bed covernya sempet bau pesing, uda minta diganti tapi tetep bau meski ga pesing lagi.. Mohon diperhatikan.. Terima kasih airy ^^",kebersihan-neg,kebersihan,neg,
"View keren, alat mandi lengkap, cemilan+air minum ada, tapi kamer mandi ga terlalu bersih.. Seprei dan bed covernya sempet bau pesing, uda minta diganti tapi tetep bau meski ga pesing lagi.. Mohon diperhatikan.. Terima kasih airy ^^",bau_P1-neg,bau_P1,neg,
"Sprei &  bed cover tidak bersih,  air panas tidak menyala,  wifi di kamar tidak tersedia. ",kebersihan-neg,kebersihan,neg,
"Sprei &  bed cover tidak bersih,  air panas tidak menyala,  wifi di kamar tidak tersedia. ",air_panas_P1-neg,air_panas_P1,neg,
"Sprei &  bed cover tidak bersih,  air panas tidak menyala,  wifi di kamar tidak tersedia. ",wifi_p1-neg,wifi_p1,neg,
"Kamar mandi kurang bersih, ac ga dingin",kebersihan-neg,kebersihan,neg,
"Kamar mandi kurang bersih, ac ga dingin",ac_P1-neg,ac_P1,neg,
kamar tidak sesuai yg di gambar... ternyata di ruang bawah tanah.. sinyal tidak ada.. parkir kehujan,wifi_p1-neg,wifi_p1,neg,
Pelayanan receptionistnya yg bernama lolita dan syarif sangat tidak sopan dan tidak beretika. Hotel lain yg lebih bagus masih banyak.,service-neg,service,neg,
"kamar kurang bersih, ada tikus didalam kamar sempat gigit jempol kaki saya",kebersihan-neg,kebersihan,neg,
kamar mandi lebih dirawat kenyamanannya. ,kebersihan-neg,kebersihan,neg,
"kamar terasa pengap,addmill tidak sesuai",bau_P1-neg,bau_P1,neg,
Cuma air panasnya yg bermasalah...air panas di shower lbh dingin n lbh ga jls di banding di wastafel,air_panas_P1-neg,air_panas_P1,neg,
"Pelayanan baik, cuma ac kurang dingin sma air gak da air panas",service-pos,service,pos,
"Pelayanan baik, cuma ac kurang dingin sma air gak da air panas",ac_P1-neg,ac_P1,neg,
"Pelayanan baik, cuma ac kurang dingin sma air gak da air panas",air_panas_P1-neg,air_panas_P1,neg,
"kamar kurang bersih dan air susah,air panas tdk ada",kebersihan-neg,kebersihan,neg,
"kamar kurang bersih dan air susah,air panas tdk ada",air_panas_P1-neg,air_panas_P1,neg,
"kamar kurang bersih air susah,air panas ngak ada",kebersihan-neg,kebersihan,neg,
"kamar kurang bersih air susah,air panas ngak ada",air_panas_P1-neg,air_panas_P1,neg,
"sy booking 2kmr hr sabtu, air mati shg tdk bs mandi maupun utk urusan kamar kecil. kamar mandi sangat kotor.  Ranjang baik, kebersihan kamar lumayan. prncahayaan ruangan kirang lampu.",air_panas_P1-neg,air_panas_P1,neg,
"sy booking 2kmr hr sabtu, air mati shg tdk bs mandi maupun utk urusan kamar kecil. kamar mandi sangat kotor.  Ranjang baik, kebersihan kamar lumayan. prncahayaan ruangan kirang lampu.",kebersihan-neg,kebersihan,neg,
"kamar panas, AC rusak, kamar mandi bocor, ga nyaman banget, untung cm transit aja.",ac_P1-neg,ac_P1,neg,
"kamar panas, AC rusak, kamar mandi bocor, ga nyaman banget, untung cm transit aja.",kebersihan-neg,kebersihan,neg,
"handuk gak di kasih, air hangat gak jalan, tolong di tingkat kan pelayanan dan fasilitas nya",linen_P1-neg,linen_P1,neg,
"handuk gak di kasih, air hangat gak jalan, tolong di tingkat kan pelayanan dan fasilitas nya",air_panas_P1-neg,air_panas_P1,neg,
"handuk gak di kasih, air hangat gak jalan, tolong di tingkat kan pelayanan dan fasilitas nya",service-neg,service,neg,
"Ada harga ada rupa.. Tanpa makan pagi tapi dapat snack.. Kekurangannya, air panas kurang berfungsi d",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
"Ada harga ada rupa.. Tanpa makan pagi tapi dapat snack.. Kekurangannya, air panas kurang berfungsi d",linen_P1-pos,linen_P1,pos,
"Ada harga ada rupa.. Tanpa makan pagi tapi dapat snack.. Kekurangannya, air panas kurang berfungsi d",air_panas_P1-neg,air_panas_P1,neg,
"Tidak ada Internet Di dalam kamr sedangkan kita datang dalam rangka ada kerja, jadi tolong pastikan fasilitasnya benar benar ada. ",wifi_p1-neg,wifi_p1,neg,
"Untuk room dan fasilitas nya OK.. untuk staff nya very very bad.. ga ada senyum,, ga ada yg care,, proses c/o lama sekali,, trutama rcp yg bener tidak membantu sama sekali..",service-neg,service,neg,
tempat yang baik hanya wifi sedang rusak waktu saat menginap ,wifi_p1-neg,wifi_p1,neg,
Bagus sih secara keseluruhan. Mungkin wifi nya yg  kurang karena belum sampai ke kamar dan kemarin mungkin lagi ga beruntung dapet kamarnya yg tv nya kurang jernih,wifi_p1-neg,wifi_p1,neg,
Bagus sih secara keseluruhan. Mungkin wifi nya yg  kurang karena belum sampai ke kamar dan kemarin mungkin lagi ga beruntung dapet kamarnya yg tv nya kurang jernih,tv_P1-neg,tv_P1,neg,
Pelayanannya sudah bagus tapi kebersihan sprei dan selimutnya tolong ditingkatkan lagi. Perhatikan juga tanggal kadaluarsa pada kue yang disediakan di box. Terima kasih,service-pos,service,pos,
Pelayanannya sudah bagus tapi kebersihan sprei dan selimutnya tolong ditingkatkan lagi. Perhatikan juga tanggal kadaluarsa pada kue yang disediakan di box. Terima kasih,linen_P1-neg,linen_P1,neg,
"Pelayanan dan tempatnya bagus, hanya saja bed covernya yang sudah mulai kurang bersih karena sudah tidak berwarna putih cerah lagi ada bercak hitam. Mngkin bisa ada pembaharuan atau pencucian bed covernya yang bersih lagi.",service-pos,service,pos,
"Pelayanan dan tempatnya bagus, hanya saja bed covernya yang sudah mulai kurang bersih karena sudah tidak berwarna putih cerah lagi ada bercak hitam. Mngkin bisa ada pembaharuan atau pencucian bed covernya yang bersih lagi.",kebersihan-neg,kebersihan,neg,
asik dikamar ada snack gratis dan air minum kamarnya bersih nyaman cuma air hangatnya aja suka ada suka ngk jd ngk bisa dipastikan kalau mau pake air hangat . thx,linen_P1-pos,linen_P1,pos,
asik dikamar ada snack gratis dan air minum kamarnya bersih nyaman cuma air hangatnya aja suka ada suka ngk jd ngk bisa dipastikan kalau mau pake air hangat . thx,kebersihan-pos,kebersihan,pos,
asik dikamar ada snack gratis dan air minum kamarnya bersih nyaman cuma air hangatnya aja suka ada suka ngk jd ngk bisa dipastikan kalau mau pake air hangat . thx,air_panas_P1-neg,air_panas_P1,neg,
"Pelayanan dr sekurity gak baik, air kmr mandi bau",service-neg,service,neg,
"Pelayanan dr sekurity gak baik, air kmr mandi bau",bau_P1-neg,bau_P1,neg,
kamar seram dan kotor. sepertinya badcovernya tidak di ganti karna banyak bercak noda,kebersihan-neg,kebersihan,neg,
kamar seram dan kotor. sepertinya badcovernya tidak di ganti karna banyak bercak noda,linen_P1-neg,linen_P1,neg,
"Ketika pertama masuk kamar bau apek, untuk pengharum ruangannya tidak ada.",bau_P1-neg,bau_P1,neg,
sejauh ini dalam hal pelayanan nya cukup baik.. hanya saja kondisi sprei nya seperti kurang bersih.. ,service-pos,service,pos,
sejauh ini dalam hal pelayanan nya cukup baik.. hanya saja kondisi sprei nya seperti kurang bersih.. ,linen_P1-neg,linen_P1,neg,
"Pelayanan dari pihak hotel memuaskan, kamar tidur dan kamar mandi bersih. Shower air panas berfungsi",service-pos,service,pos,
"Pelayanan dari pihak hotel memuaskan, kamar tidur dan kamar mandi bersih. Shower air panas berfungsi",kebersihan-pos,kebersihan,pos,
"Pelayanan dari pihak hotel memuaskan, kamar tidur dan kamar mandi bersih. Shower air panas berfungsi",air_panas_P1-pos,air_panas_P1,pos,
"lumayan, tapi air panas nya ga hidup",air_panas_P1-neg,air_panas_P1,neg,
SANGAT BURUK!! sy dtg kesana mlm hari mala ky pengemis ga dibukakan pintu. di tlp pihaknya mala gada,service-neg,service,neg,
"kamar yang bocor,servisnya kurang, kebersihan",service-neg,service,neg,
"kamar yang bocor,servisnya kurang, kebersihan",kebersihan-neg,kebersihan,neg,
kamar bersih tp agak bau dan asalnya dr lemari pakaian...alhasil lemari g kepake krn takut baunya ngikut... biaya tambahan 1 org utk sarapan terlalu tinggi utk ukuran hotel bintang 3,kebersihan-pos,kebersihan,pos,
kamar bersih tp agak bau dan asalnya dr lemari pakaian...alhasil lemari g kepake krn takut baunya ngikut... biaya tambahan 1 org utk sarapan terlalu tinggi utk ukuran hotel bintang 3,bau_P1-neg,bau_P1,neg,
"Pelayanan ramah dan cepat ,  Sarapan juga enak,  tapi masalahnya di kasur sudah gak layak. Kalau ditidurin anjok papannya... Dan kamar mandi sebaiknya selalu di beraihkan terutama kloset wc, ",service-pos,service,pos,
"Pelayanan ramah dan cepat ,  Sarapan juga enak,  tapi masalahnya di kasur sudah gak layak. Kalau ditidurin anjok papannya... Dan kamar mandi sebaiknya selalu di beraihkan terutama kloset wc, ",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"Pelayanan ramah dan cepat ,  Sarapan juga enak,  tapi masalahnya di kasur sudah gak layak. Kalau ditidurin anjok papannya... Dan kamar mandi sebaiknya selalu di beraihkan terutama kloset wc, ",linen_P1-neg,linen_P1,neg,
"Pelayanan ramah dan cepat ,  Sarapan juga enak,  tapi masalahnya di kasur sudah gak layak. Kalau ditidurin anjok papannya... Dan kamar mandi sebaiknya selalu di beraihkan terutama kloset wc, ",kebersihan-neg,kebersihan,neg,
warnai seprai tidak bersih..dan lingkungan kotor.. handuk hrs diminta dulu..itupun dikasih satu..padahal ada 2 orang. dan pelayanan kurang ramah.,kebersihan-neg,kebersihan,neg,
warnai seprai tidak bersih..dan lingkungan kotor.. handuk hrs diminta dulu..itupun dikasih satu..padahal ada 2 orang. dan pelayanan kurang ramah.,linen_P1-neg,linen_P1,neg,
warnai seprai tidak bersih..dan lingkungan kotor.. handuk hrs diminta dulu..itupun dikasih satu..padahal ada 2 orang. dan pelayanan kurang ramah.,service-neg,service,neg,
"kamar seperti sudah lama tidak d gunakan,,  bnyak sarang laba2.. lembab",kebersihan-neg,kebersihan,neg,
fasilitas memuaskan.. kurang bersih kamarnya koridor dan lift nya,kebersihan-neg,kebersihan,neg,
nyaman cuma kamar mandii bauu,bau_P1-neg,bau_P1,neg,
"handuk dikamar hanya 1 padahal pesan untuk 2 orang, beberapa kali minta ke resepsionis dan room boy tapi tidak di antar bahkan sampai chek out. beberapa fasilitas seperti rak handuk dikamar mandi rusak, pintu kaca sebaiknya ditambahkan gorden atau diganti dengan pintu biasa, kalau siang panas karena kaca. sprei dan bantalnya kotor penuh daki.",linen_P1-neg,linen_P1,neg,
"handuk dikamar hanya 1 padahal pesan untuk 2 orang, beberapa kali minta ke resepsionis dan room boy tapi tidak di antar bahkan sampai chek out. beberapa fasilitas seperti rak handuk dikamar mandi rusak, pintu kaca sebaiknya ditambahkan gorden atau diganti dengan pintu biasa, kalau siang panas karena kaca. sprei dan bantalnya kotor penuh daki.",service-neg,service,neg,
bau pesing. tolong di perhatikan.  kotor juga,bau_P1-neg,bau_P1,neg,
bau pesing. tolong di perhatikan.  kotor juga,kebersihan-neg,kebersihan,neg,
"kamarnya kotor,tidak ada tissue dan tempat sampah. lampu tidur dikamar juga mati,selimutnya hanya setengah badan saja.",kebersihan-neg,kebersihan,neg,
"kamarnya kotor,tidak ada tissue dan tempat sampah. lampu tidur dikamar juga mati,selimutnya hanya setengah badan saja.",linen_P1-neg,linen_P1,neg,
lumayan.. hanya saja kalau malam air kurang kencang dan air panasnya tidak terasa..,air_panas_P1-neg,air_panas_P1,neg,
"tidak ada sandalnya.. wktu check in pas masuk kamar blm di set airy dan blm ada Snack nya.. overall it's ok, and nice place.. ",linen_P1-neg,linen_P1,neg,
"tidak ada sandalnya.. wktu check in pas masuk kamar blm di set airy dan blm ada Snack nya.. overall it's ok, and nice place.. ",general-pos,general,pos,
"yang lain udah OK, tapi sayangnya WiFi di kamar lt 6 saat saya menginap lagi ga bisa connect 😫",general-pos,general,pos,
"yang lain udah OK, tapi sayangnya WiFi di kamar lt 6 saat saya menginap lagi ga bisa connect 😫",wifi_p1-neg,wifi_p1,neg,
"kamar bau,kotor,ac gak dingin",bau_P1-neg,bau_P1,neg,
"kamar bau,kotor,ac gak dingin",kebersihan-neg,kebersihan,neg,
"kamar bau,kotor,ac gak dingin",ac_P1-neg,ac_P1,neg,
layanan y memuaskan ...masukan aja kamar yg kami tempati agak bau y kurang enak...mungkin kamar y bisa di kasih pengharum ruanagan...,service-pos,service,pos,
layanan y memuaskan ...masukan aja kamar yg kami tempati agak bau y kurang enak...mungkin kamar y bisa di kasih pengharum ruanagan...,bau_P1-neg,bau_P1,neg,
"overall bagus..ac nya aja kurang dingin, ",general-pos,general,pos,
"overall bagus..ac nya aja kurang dingin, ",ac_P1-neg,ac_P1,neg,
"kamar nya luas enak banget,..pegawainya ramah,...,..sarannya mungkin handuk dan tempat tidurnya meskipun sdh bersih bisa dpakai pengharum,..",service-pos,service,pos,
"kamar nya luas enak banget,..pegawainya ramah,...,..sarannya mungkin handuk dan tempat tidurnya meskipun sdh bersih bisa dpakai pengharum,..",bau_P1-neg,bau_P1,neg,
waktu di kamar mandi menemukan darah menempel di selang penyiram wc nya.  ,kebersihan-neg,kebersihan,neg,
"Tolong jika hotel sedang di renovasi jangan 'dijual' dl, Pihak airy sebaiknya mengecek , evaluasi dan monitoring hotel2 yang bekerjasama dengan airy. Hotel ini -karena adanya aktivitas tenovasi- jd kotor dan berdebu, mulai dari lobby, tangga sampai ke koridor dpn kamar. Apalagi kondisi tangganya yang kotor, kusam dan berdebu dan seram",service-neg,service,neg,
"Tolong jika hotel sedang di renovasi jangan 'dijual' dl, Pihak airy sebaiknya mengecek , evaluasi dan monitoring hotel2 yang bekerjasama dengan airy. Hotel ini -karena adanya aktivitas tenovasi- jd kotor dan berdebu, mulai dari lobby, tangga sampai ke koridor dpn kamar. Apalagi kondisi tangganya yang kotor, kusam dan berdebu dan seram",kebersihan-neg,kebersihan,neg,
"kebersihannya perlu ditingkatkan, terutama di peralatan kamar mandi",kebersihan-neg,kebersihan,neg,
AC kurang dingin,ac_P1-neg,ac_P1,neg,
air panas tidak berfungsi,air_panas_P1-neg,air_panas_P1,neg,
"Kamar kotor bau, ad bekas handuk orng (kamar gavdi bersihin), banyak kecoa dan nyamuk, ranjang kotor, pesen yg 1 ranjang besar di kasih yang twin bed, kamar mandi jorok ad bekas darah orang, susah sinyal, harus ke cafe baru dpet wifi, sry saya jujur2 aja bukan di buat2,tq",kebersihan-neg,kebersihan,neg,
"Kamar kotor bau, ad bekas handuk orng (kamar gavdi bersihin), banyak kecoa dan nyamuk, ranjang kotor, pesen yg 1 ranjang besar di kasih yang twin bed, kamar mandi jorok ad bekas darah orang, susah sinyal, harus ke cafe baru dpet wifi, sry saya jujur2 aja bukan di buat2,tq",bau_P1-neg,bau_P1,neg,
"Kamar kotor bau, ad bekas handuk orng (kamar gavdi bersihin), banyak kecoa dan nyamuk, ranjang kotor, pesen yg 1 ranjang besar di kasih yang twin bed, kamar mandi jorok ad bekas darah orang, susah sinyal, harus ke cafe baru dpet wifi, sry saya jujur2 aja bukan di buat2,tq",wifi_p1-neg,wifi_p1,neg,
"Tidak ada jaringan di kamar/wifi, telefon pun rusak jadi tidak bisa pesan makan dibawah. tapi resepsionis nya oke, cepat dan ramah.",wifi_p1-neg,wifi_p1,neg,
"Tidak ada jaringan di kamar/wifi, telefon pun rusak jadi tidak bisa pesan makan dibawah. tapi resepsionis nya oke, cepat dan ramah.",service-pos,service,pos,
kamar bersih .nyaman. ada desain gambar di dinding yang membuat kesan tersendiri sayang. enggak ada tong sampah. sama selimut di kamar,kebersihan-pos,kebersihan,pos,
kamar bersih .nyaman. ada desain gambar di dinding yang membuat kesan tersendiri sayang. enggak ada tong sampah. sama selimut di kamar,linen_P1-neg,linen_P1,neg,
"Fasilitas dan kenyamanan TOP banget. Tapi reception pelayanan ny kurang. Sama jauh kmn2, tp msh bs taxol kok :)",service-neg,service,neg,
"resepsionis yang kurang ramah, dan bantal yg ada tulisan airynya kotor banget",service-neg,service,neg,
"resepsionis yang kurang ramah, dan bantal yg ada tulisan airynya kotor banget",linen_P1-neg,linen_P1,neg,
"pelayanan baik dan sigap .. sarapan lumayan enak untuk nasi goreng nya.. cuma ada yang perlu di perbaiki, 1. kamar mandi kurang bersih 2. air panas di shower mati idup jadi tiba2 dingin sendiri 3. aliran air pada shower kurang besar/banyak..",service-pos,service,pos,
"pelayanan baik dan sigap .. sarapan lumayan enak untuk nasi goreng nya.. cuma ada yang perlu di perbaiki, 1. kamar mandi kurang bersih 2. air panas di shower mati idup jadi tiba2 dingin sendiri 3. aliran air pada shower kurang besar/banyak..",sunrise_meal_P1-pos,sunrise_meal_P1,pos,
"pelayanan baik dan sigap .. sarapan lumayan enak untuk nasi goreng nya.. cuma ada yang perlu di perbaiki, 1. kamar mandi kurang bersih 2. air panas di shower mati idup jadi tiba2 dingin sendiri 3. aliran air pada shower kurang besar/banyak..",kebersihan-neg,kebersihan,neg,
"pelayanan baik dan sigap .. sarapan lumayan enak untuk nasi goreng nya.. cuma ada yang perlu di perbaiki, 1. kamar mandi kurang bersih 2. air panas di shower mati idup jadi tiba2 dingin sendiri 3. aliran air pada shower kurang besar/banyak..",air_panas_P1-neg,air_panas_P1,neg,
"Kamar luas, tempat nya agak masuk ke dalam gang, sinyal wifi tidak stabil, staff ramah, parkiran luas",wifi_p1-neg,wifi_p1,neg,
"Kamar luas, tempat nya agak masuk ke dalam gang, sinyal wifi tidak stabil, staff ramah, parkiran luas",service-pos,service,pos,
Kamar mandi nya kotor banget. Mati lampu 2kali dan lumayan lamaa.,kebersihan-neg,kebersihan,neg,
"Pintu kamar bekas congkel, kamar mandi kurang bersih, lemari baju tidak berpenutup (dilepas), lampu kamar cuma 2 dan remang2.. ",kebersihan-neg,kebersihan,neg,
"kurang bagus,kamar nya sempit,kamar mandi y jg kurang bersih,menu breakfast y jg standar az.",kebersihan-neg,kebersihan,neg,
"kurang bagus,kamar nya sempit,kamar mandi y jg kurang bersih,menu breakfast y jg standar az.",sunrise_meal_P1-neg,sunrise_meal_P1,neg,
Pelayanan sudah baik. fasilitas sudah sesuai dengan harga. hanya saja AC berisik.,service-pos,service,pos,
Pelayanan sudah baik. fasilitas sudah sesuai dengan harga. hanya saja AC berisik.,ac_P1-neg,ac_P1,neg,
"wife mati, lupa dikasih selimut, air panas sedikit doang. ac jg gk memuaskan, nyari petugasnya jg susah ",wifi_p1-neg,wifi_p1,neg,
"wife mati, lupa dikasih selimut, air panas sedikit doang. ac jg gk memuaskan, nyari petugasnya jg susah ",linen_P1-neg,linen_P1,neg,
"wife mati, lupa dikasih selimut, air panas sedikit doang. ac jg gk memuaskan, nyari petugasnya jg susah ",air_panas_P1-neg,air_panas_P1,neg,
"wife mati, lupa dikasih selimut, air panas sedikit doang. ac jg gk memuaskan, nyari petugasnya jg susah ",ac_P1-neg,ac_P1,neg,
"wife mati, lupa dikasih selimut, air panas sedikit doang. ac jg gk memuaskan, nyari petugasnya jg susah ",service-neg,service,neg,
air panasnya ga berfungsi,air_panas_P1-neg,air_panas_P1,neg,
Untuk backpacker sangat bagus.. cuma penjaga nya g mau buka pintu klo pulang lewat dari jam 11 malam,service-neg,service,neg,
ruangan berbau asap rokok. selimut banyak rambut rambut yang menempel. air panas tidak menyala. namu,bau_P1-neg,bau_P1,neg,
ruangan berbau asap rokok. selimut banyak rambut rambut yang menempel. air panas tidak menyala. namu,kebersihan-neg,kebersihan,neg,
ruangan berbau asap rokok. selimut banyak rambut rambut yang menempel. air panas tidak menyala. namu,air_panas_P1-neg,air_panas_P1,neg,
bagus.....hanya saya untuk kedunginan ac perlu di perhatikan karena kemarin kurang dingin,ac_P1-neg,ac_P1,neg,
pelayanannya bagus tapi kebersihan kamar nya kurang terutama bagian kamar mandi,service-pos,service,pos,
pelayanannya bagus tapi kebersihan kamar nya kurang terutama bagian kamar mandi,kebersihan-neg,kebersihan,neg,
pelayanannya kurang,service-neg,service,neg,
Kebersihan sprei harus ttp dijaga ya. Tapi overall semua okeee 👏🏼,linen_P1-neg,linen_P1,neg,
Kebersihan sprei harus ttp dijaga ya. Tapi overall semua okeee 👏🏼,general-pos,general,pos,
"Kamarnya kotor, bau, kasurnya banyak kutu.",kebersihan-neg,kebersihan,neg,
"Kamarnya kotor, bau, kasurnya banyak kutu.",bau_P1-neg,bau_P1,neg,
"Assalamualaikum wr wb tampilan depan kotor, pelayanan kurang ramah, ac kurang dingin!",kebersihan-neg,kebersihan,neg,
"Assalamualaikum wr wb tampilan depan kotor, pelayanan kurang ramah, ac kurang dingin!",service-neg,service,neg,
"Assalamualaikum wr wb tampilan depan kotor, pelayanan kurang ramah, ac kurang dingin!",ac_P1-neg,ac_P1,neg,
Saya pesan 3 kamar 1 kamar nya parah bgt lembab selimut kotor lagi. ,kebersihan-neg,kebersihan,neg,
keramahan staf hotel ditingkatkan lagi,service-neg,service,neg,
"shower nya salah warna yang dingin jadi panas, yang panas jadi dingin",air_panas_P1-neg,air_panas_P1,neg,
semuanya memuaskan hanya saja AC kamar 203 tidak dingin dan kamar mandinya sedikit berbau,ac_P1-neg,ac_P1,neg,
semuanya memuaskan hanya saja AC kamar 203 tidak dingin dan kamar mandinya sedikit berbau,bau_P1-neg,bau_P1,neg,
"AC tidak dingin, remote TV rusak.",ac_P1-neg,ac_P1,neg,
"AC tidak dingin, remote TV rusak.",tv_P1-neg,tv_P1,neg,
"khas airy murah, Tp banyak bekas bercak2 di bantal dan kasur....bikin ga nyaman. dengan harga segitu kita juga ga berharap lebih, Tp ada baiknya kebesihan yg utama...",linen_P1-neg,linen_P1,neg,
"khas airy murah, Tp banyak bekas bercak2 di bantal dan kasur....bikin ga nyaman. dengan harga segitu kita juga ga berharap lebih, Tp ada baiknya kebesihan yg utama...",kebersihan-neg,kebersihan,neg,
"Kamar lumayan bersih, meski ada beberapa berdebu tapi masi cukup nyaman. Air hangat, ac dingin, wifi cepat, karyawan sedikit kurang ramah, menginap beberapa hari, harusnya setiap hari diganti snack atau mnawarkan handuk baru",kebersihan-neg,kebersihan,neg,
"Kamar lumayan bersih, meski ada beberapa berdebu tapi masi cukup nyaman. Air hangat, ac dingin, wifi cepat, karyawan sedikit kurang ramah, menginap beberapa hari, harusnya setiap hari diganti snack atau mnawarkan handuk baru",air_panas_P1-pos,air_panas_P1,pos,
"Kamar lumayan bersih, meski ada beberapa berdebu tapi masi cukup nyaman. Air hangat, ac dingin, wifi cepat, karyawan sedikit kurang ramah, menginap beberapa hari, harusnya setiap hari diganti snack atau mnawarkan handuk baru",ac_P1-pos,ac_P1,pos,
"Kamar lumayan bersih, meski ada beberapa berdebu tapi masi cukup nyaman. Air hangat, ac dingin, wifi cepat, karyawan sedikit kurang ramah, menginap beberapa hari, harusnya setiap hari diganti snack atau mnawarkan handuk baru",wifi_P1-pos,wifi_P1,pos,
"Kamar lumayan bersih, meski ada beberapa berdebu tapi masi cukup nyaman. Air hangat, ac dingin, wifi cepat, karyawan sedikit kurang ramah, menginap beberapa hari, harusnya setiap hari diganti snack atau mnawarkan handuk baru",service-neg,service,neg,
air panasnya lama banget baru bisa panas yg di kamar 318,air_panas_P1-neg,air_panas_P1,neg,
"Minus air panas, ac kurang dingin, tidak ada kran buat wudhu. But afterall its ok, suasananya nyaman tanpa ada suara kendaraan, dan tidak bising.",air_panas_P1-neg,air_panas_P1,neg,
"Minus air panas, ac kurang dingin, tidak ada kran buat wudhu. But afterall its ok, suasananya nyaman tanpa ada suara kendaraan, dan tidak bising.",ac_P1-neg,ac_P1,neg,
