review,category_sentiment,category,sentiment
sukaa. cuma wifinya agak lemot. ,wifi_P1-neg,wifi_P1,neg
"receiptíonist ilang2an, aturannya terlalu byk beserta denda2, proses check in dan check out ribet karena aturannya byk. kamar bersih tp Ac nya gk dingin",service-neg,service,neg
"receiptíonist ilang2an, aturannya terlalu byk beserta denda2, proses check in dan check out ribet karena aturannya byk. kamar bersih tp Ac nya gk dingin",ac_P1-neg,ac_P1,neg
"receiptíonist ilang2an, aturannya terlalu byk beserta denda2, proses check in dan check out ribet karena aturannya byk. kamar bersih tp Ac nya gk dingin",kebersihan-pos,kebersihan,pos
"mohon pelayanan nya lebih ramah lagi, recepcionisnya kurang ramah",service-neg,service,neg
"Ac harus dicek secara Berkala, tanpa harus menunggu customer Complained, terimakasih ",ac_P1-neg,ac_P1,neg
baik..cm sprei terlihat tdk diganti..,linen_P1-neg,linen_P1,neg
"mantap, tapi. tolong lebih di jaga kebersihannya yah...",kebersihan-neg,kebersihan,neg
"hotel dan kamar kotor, makanan lumayan menolong kekecewaan",kebersihan-neg,kebersihan,neg
"hotel dan kamar kotor, makanan lumayan menolong kekecewaan",sunrise_meal_P1-pos,sunrise_meal_P1,pos
bagus tapi Kalo bisa kamarnya di basement di beri penguat sinyal. wifi ditambah. ,wifi_P1-neg,wifi_P1,neg
"Kamar sempiiiiiit, bau rokok sangat menyengat, kotor, AC bocor, WC mampet, cukup sekali seumur hidup untuk nginap di sini😭 Paraaaaaah.",bau_P1-neg,bau_P1,neg
"Kamar sempiiiiiit, bau rokok sangat menyengat, kotor, AC bocor, WC mampet, cukup sekali seumur hidup untuk nginap di sini😭 Paraaaaaah.",kebersihan-neg,kebersihan,neg
"Kamar sempiiiiiit, bau rokok sangat menyengat, kotor, AC bocor, WC mampet, cukup sekali seumur hidup untuk nginap di sini😭 Paraaaaaah.",ac_P1-neg,ac_P1,neg
"Awalnya sempat terganggu dengan aroma di area kasur bau pesing, padahal saya baru check in, jadi di ",bau_P1-neg,bau_P1,neg
Sangat sempit dan petugas penjaga seperti pemeras ,service-neg,service,neg
"kamar nyaman dan bersih, yg kurang baik hnya air panas dan sarapan.. but overall baik ",air_panas_P1-neg,air_panas_P1,neg
"kamar nyaman dan bersih, yg kurang baik hnya air panas dan sarapan.. but overall baik ",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"kamar nyaman dan bersih, yg kurang baik hnya air panas dan sarapan.. but overall baik ",kebersihan-pos,kebersihan,pos
"kamar nyaman dan bersih, yg kurang baik hnya air panas dan sarapan.. but overall baik ",general-pos,general,pos
Kecewa dengan hotel ini karena wifi bermasalah staff uda di panggil tapi ga bs menyelesaikan masalah. Dan di dpn kamar ada telpon yang sangat mengganggu tidur karena selalu berdering terus ,wifi_P1-neg,wifi_P1,neg
"kamarnya luas, hotelnya tenang,kolam luas, namun dr kamar mandi ada bau tidak sedap, sepertinya dari saluran pembuangan.. but overall bagus..!!",bau_P1-neg,bau_P1,neg
"kamarnya luas, hotelnya tenang,kolam luas, namun dr kamar mandi ada bau tidak sedap, sepertinya dari saluran pembuangan.. but overall bagus..!!",general-pos,general,pos
kanarnya oke fasilitas sama makanya oke tapi kloset kamar mandi nya selalu kotor.,sunrise_meal_P1-pos,sunrise_meal_P1,pos
kanarnya oke fasilitas sama makanya oke tapi kloset kamar mandi nya selalu kotor.,kebersihan-neg,kebersihan,neg
"Sarapan kurang bervariasi. Saat saya datang, Snack box kosong, ketika komplain ke resepsionis katanya habis nunggu beli. lho kuk??? Sungguh mengecewakan",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Sarapan kurang bervariasi. Saat saya datang, Snack box kosong, ketika komplain ke resepsionis katanya habis nunggu beli. lho kuk??? Sungguh mengecewakan",linen_P1-neg,linen_P1,neg
wifi tidak tersedia dgn yg di berikan,wifi_P1-neg,wifi_P1,neg
"kamar bersih, service oke, untuk menginap sangat amat nyaman,  untuk 1 orang juga terbilang cukup murah sesuai dengan budget. Hanya saja channel tv nya kurang bervariasi, kebanyakan channel tayangan islami. ",kebersihan-pos,kebersihan,pos
"kamar bersih, service oke, untuk menginap sangat amat nyaman,  untuk 1 orang juga terbilang cukup murah sesuai dengan budget. Hanya saja channel tv nya kurang bervariasi, kebanyakan channel tayangan islami. ",service-pos,service,pos
"kamar bersih, service oke, untuk menginap sangat amat nyaman,  untuk 1 orang juga terbilang cukup murah sesuai dengan budget. Hanya saja channel tv nya kurang bervariasi, kebanyakan channel tayangan islami. ",tv_P1-neg,tv_P1,neg
"toilet kurabg bersih,tempat sampah kotor,perlengkapan mandi tidak ada,malahan ada sabun batangan bekas",kebersihan-neg,kebersihan,neg
"toilet kurabg bersih,tempat sampah kotor,perlengkapan mandi tidak ada,malahan ada sabun batangan bekas",linen_P1-neg,linen_P1,neg
"kamar bersih, hanya saja hexosfan kamar mandi mati jadi agak bau dan lembab",kebersihan-pos,kebersihan,pos
"kamar bersih, hanya saja hexosfan kamar mandi mati jadi agak bau dan lembab",bau_P1-neg,bau_P1,neg
"di kamar mandi, air hamgatnya tidak ada.. selebihnya sudah baik.",air_panas_P1-neg,air_panas_P1,neg
"di kamar mandi, air hamgatnya tidak ada.. selebihnya sudah baik.",general-pos,general,pos
"beberapa fasilitas kamar mulai rusak karena usia, cat kusam membuat kesan kotor. lingkungan hotel (lorong, lobby, lift) juga kurang bersih. lokasi strategies, mudah diakses, dekat tempat makan",kebersihan-neg,kebersihan,neg
"sangat sempit dan kamar mandi kotor, banyak kecoa.",kebersihan-neg,kebersihan,neg
tidak ada wifi di kamar kamar tidak kedap suara parkir susah akses dari jalan raya terlalu masuk k,wifi_P1-neg,wifi_P1,neg
memuaskan tetapi ac nya berisik,ac_P1-neg,ac_P1,neg
"Trmpat tidur rusak, kamar mandi kotor",linen_P1-neg,linen_P1,neg
"Trmpat tidur rusak, kamar mandi kotor",kebersihan-neg,kebersihan,neg
"nggak ada hot water buat mandi, kasihan sikecil mandinya nggak pakai air hangat...",air_panas_P1-neg,air_panas_P1,neg
"sarapannya enak, ruangannya luas. kekuranngannya tidak ada tv kabel.",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"sarapannya enak, ruangannya luas. kekuranngannya tidak ada tv kabel.",tv_P1-neg,tv_P1,neg
kamar rapih + layanan memuaskan. tapi pintu kamar mandi & water heater perlu di perbaiki,service-pos,service,pos
kamar rapih + layanan memuaskan. tapi pintu kamar mandi & water heater perlu di perbaiki,air_panas_P1-neg,air_panas_P1,neg
"tambahi guling, water heater mati, tapi dikasih kue makasih",air_panas_P1-neg,air_panas_P1,neg
"Kamar 219. Tepat di sebelah rel KA. Untuk hotelnya secara keseluruhan s.d sarapan sdh baik/memuaskan. Untuk kamar lumayan mengecewakan karena handuk, kapstok, alas kaki di depan kamar mandi dan tissue toilet kudu diminta/tdk tersedia. Untuk hari kedua kami tidak mendapat snack free dan peralatan mandi airy.",sunrise_meal_P1-pos,sunrise_meal_P1,pos
"Kamar 219. Tepat di sebelah rel KA. Untuk hotelnya secara keseluruhan s.d sarapan sdh baik/memuaskan. Untuk kamar lumayan mengecewakan karena handuk, kapstok, alas kaki di depan kamar mandi dan tissue toilet kudu diminta/tdk tersedia. Untuk hari kedua kami tidak mendapat snack free dan peralatan mandi airy.",linen_P1-neg,linen_P1,neg
"rekomendasi untuk liburan keluarga , kekurangannya setelah beberapa kali menginap air mandi/ shower tidak bisa panas.....😥😥😥😥😥",air_panas_P1-neg,air_panas_P1,neg
pelyanan sangat buruk terutama resepsionis yang cewek bikin naik darah . padahal kita bayar gk gratis . tv ada tapi tidak ada siaran . sangat kecewa. tolong buat onwer perlu di kasih teguran buat resepsionis yang seperti itu termkasih . dan gk recomed banget,service-neg,service,neg
pelyanan sangat buruk terutama resepsionis yang cewek bikin naik darah . padahal kita bayar gk gratis . tv ada tapi tidak ada siaran . sangat kecewa. tolong buat onwer perlu di kasih teguran buat resepsionis yang seperti itu termkasih . dan gk recomed banget,tv_P1-neg,tv_P1,neg
Handuknya tipis..dan usang Selimut nya cuma satu Itupun selimut kecil,linen_P1-neg,linen_P1,neg
Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,kebersihan-pos,kebersihan,pos
Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,sunrise_meal_P1-neg,sunrise_meal_P1,neg
Nyaman & lumayan bersih. Menurut saya menu sarapan kurang bervariasi dan hot spot wifi perlu ditambah.,wifi_P1-neg,wifi_P1,neg
"View oke Kebersihan kurang, kamar mandi bau pesing",kebersihan-neg,kebersihan,neg
"View oke Kebersihan kurang, kamar mandi bau pesing",bau_P1-neg,bau_P1,neg
"Secara keseluruhan bagus dan nyaman, hanya saja ac kamar yg saya tempati mengeluarkan air",general-pos,general,pos
"Secara keseluruhan bagus dan nyaman, hanya saja ac kamar yg saya tempati mengeluarkan air",ac_P1-neg,ac_P1,neg
Tidak ada wifi gratis sampai di kamar saya. Terima kasih.,wifi_P1-neg,wifi_P1,neg
"air kamar mandinya panas ga bisa jd dingin, g ada room cleaning (sy 2n2d tinggalnya), wifinya ngga nyambung padahal password udah bener",air_panas_P1-neg,air_panas_P1,neg
"air kamar mandinya panas ga bisa jd dingin, g ada room cleaning (sy 2n2d tinggalnya), wifinya ngga nyambung padahal password udah bener",wifi_P1-neg,wifi_P1,neg
"lantai kamarnya berpasir, sprei kotor ga diganti, lantai kmr mandi byk rambut, shower closet ga nyala.",kebersihan-neg,kebersihan,neg
"lantai kamarnya berpasir, sprei kotor ga diganti, lantai kmr mandi byk rambut, shower closet ga nyala.",linen_P1-neg,linen_P1,neg
yg pnya rumah ramah..letaknya strategis..cuma handuk dkasi sdh gak layak pakai hitam2 semua..showernya jg tlg dperbaiki airnya tdk mengalir dgn baik dan klo bs dkasi pemanas air  utk kmr mandi. overall sdh bgs..😊😊,service-pos,service,pos
yg pnya rumah ramah..letaknya strategis..cuma handuk dkasi sdh gak layak pakai hitam2 semua..showernya jg tlg dperbaiki airnya tdk mengalir dgn baik dan klo bs dkasi pemanas air  utk kmr mandi. overall sdh bgs..😊😊,linen_P1-neg,linen_P1,neg
yg pnya rumah ramah..letaknya strategis..cuma handuk dkasi sdh gak layak pakai hitam2 semua..showernya jg tlg dperbaiki airnya tdk mengalir dgn baik dan klo bs dkasi pemanas air  utk kmr mandi. overall sdh bgs..😊😊,air_panas_P1-neg,air_panas_P1,neg
yg pnya rumah ramah..letaknya strategis..cuma handuk dkasi sdh gak layak pakai hitam2 semua..showernya jg tlg dperbaiki airnya tdk mengalir dgn baik dan klo bs dkasi pemanas air  utk kmr mandi. overall sdh bgs..😊😊,general-pos,general,pos
Bersih... rapih dan lumayan bagus kamar nya....nyamanlah utk istirahat. Tapi banyak semut kecil2..  kalau mlm air panas nya dingin. Gak ada pintu langsung ke lobby/resepsionis jadi harus turun dulu ke basement. Tapi sdh hari ke 4 masih betah tidur disini. ,kebersihan-pos,kebersihan,pos
Bersih... rapih dan lumayan bagus kamar nya....nyamanlah utk istirahat. Tapi banyak semut kecil2..  kalau mlm air panas nya dingin. Gak ada pintu langsung ke lobby/resepsionis jadi harus turun dulu ke basement. Tapi sdh hari ke 4 masih betah tidur disini. ,air_panas_P1-neg,air_panas_P1,neg
semuanya baik cuma shower air panas buat mandi gak fungi,air_panas_P1-neg,air_panas_P1,neg
semuanya baik cuma shower air panas buat mandi gak fungi,general-pos,general,pos
"Pelayan Kurang Ramah, tidak ada senyum dari customer service dan justru saya sebagai tamu sempat di ledek malah, tidak ada almari, Selimut dan handuk hanya ada satu, tv kabel hanya ada 3 channel yg bisa di tonton",service-neg,service,neg
"Pelayan Kurang Ramah, tidak ada senyum dari customer service dan justru saya sebagai tamu sempat di ledek malah, tidak ada almari, Selimut dan handuk hanya ada satu, tv kabel hanya ada 3 channel yg bisa di tonton",linen_P1-neg,linen_P1,neg
"Pelayan Kurang Ramah, tidak ada senyum dari customer service dan justru saya sebagai tamu sempat di ledek malah, tidak ada almari, Selimut dan handuk hanya ada satu, tv kabel hanya ada 3 channel yg bisa di tonton",tv_P1-neg,tv_P1,neg
"Remote ac tidak berfungsi. Ada kecoa dan kaki seribu dimalam hari. Porsi sarapan sedikit. Ada bekas rembesan air di langit-langit kamar dan di dinding nya. Akan tetapi, dengan harga yang relatif murah untuk single room, kamar ini cocok untuk para budget traveller. ",ac_P1-neg,ac_P1,neg
"Remote ac tidak berfungsi. Ada kecoa dan kaki seribu dimalam hari. Porsi sarapan sedikit. Ada bekas rembesan air di langit-langit kamar dan di dinding nya. Akan tetapi, dengan harga yang relatif murah untuk single room, kamar ini cocok untuk para budget traveller. ",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Remote ac tidak berfungsi. Ada kecoa dan kaki seribu dimalam hari. Porsi sarapan sedikit. Ada bekas rembesan air di langit-langit kamar dan di dinding nya. Akan tetapi, dengan harga yang relatif murah untuk single room, kamar ini cocok untuk para budget traveller. ",kebersihan-neg,kebersihan,neg
Kotor,kebersihan-neg,kebersihan,neg
"kamar dan pelayanan cukup oke, cuma didalem kamar signal hp drop, wifi pun gak sampe ke dlm kamar. cukup susah kalo harus keluar masuk kamar.",service-pos,service,pos
"kamar dan pelayanan cukup oke, cuma didalem kamar signal hp drop, wifi pun gak sampe ke dlm kamar. cukup susah kalo harus keluar masuk kamar.",wifi_P1-neg,wifi_P1,neg
"Tempat tidur kotor, ada bercak darah dan debu. AC tidak bisa dingin. Kamar mandi juga tidak bersih. Handuk harus diminta dulu baru dikasih, itupun salah satu handuk masih dalam keadaan lembab. Ketika menginap sempat mati lampu, dan ketika malam lampu tidur mendadak rusak. Lantai vinyl rusak sehingga lantai lengket karena lemnya kemana-mana. Kecewa.",linen_P1-neg,linen_P1,neg
"Tempat tidur kotor, ada bercak darah dan debu. AC tidak bisa dingin. Kamar mandi juga tidak bersih. Handuk harus diminta dulu baru dikasih, itupun salah satu handuk masih dalam keadaan lembab. Ketika menginap sempat mati lampu, dan ketika malam lampu tidur mendadak rusak. Lantai vinyl rusak sehingga lantai lengket karena lemnya kemana-mana. Kecewa.",kebersihan-neg,kebersihan,neg
"Tempat tidur kotor, ada bercak darah dan debu. AC tidak bisa dingin. Kamar mandi juga tidak bersih. Handuk harus diminta dulu baru dikasih, itupun salah satu handuk masih dalam keadaan lembab. Ketika menginap sempat mati lampu, dan ketika malam lampu tidur mendadak rusak. Lantai vinyl rusak sehingga lantai lengket karena lemnya kemana-mana. Kecewa.",ac_P1-neg,ac_P1,neg
"Kebersihan kurang, pelayanan kurang, .....over all kapok aj",kebersihan-neg,kebersihan,neg
"Kebersihan kurang, pelayanan kurang, .....over all kapok aj",service-neg,service,neg
"Kebersihan kurang, pelayanan kurang, .....over all kapok aj",general-neg,general,neg
tinggal di tingkatkan dan ke ramahan dan keyamanan buat para tamu terima kasih,service-neg,service,neg
"Tempat tidur kotor, ada bercak darah dan debu. AC tidak bisa dingin. Kamar mandi juga tidak bersih. Handuk harus diminta dulu baru dikasih, itupun salah satu handuk masih dalam keadaan lembab. Ketika menginap sempat mati lampu, dan ketika malam lampu tidur mendadak rusak. Lantai vinyl rusak sehingga lantai lengket karena lemnya kemana-mana. Kecewa.",kebersihan-neg,kebersihan,neg
"Tempat tidur kotor, ada bercak darah dan debu. AC tidak bisa dingin. Kamar mandi juga tidak bersih. Handuk harus diminta dulu baru dikasih, itupun salah satu handuk masih dalam keadaan lembab. Ketika menginap sempat mati lampu, dan ketika malam lampu tidur mendadak rusak. Lantai vinyl rusak sehingga lantai lengket karena lemnya kemana-mana. Kecewa.",ac_P1-neg,ac_P1,neg
"Tempat tidur kotor, ada bercak darah dan debu. AC tidak bisa dingin. Kamar mandi juga tidak bersih. Handuk harus diminta dulu baru dikasih, itupun salah satu handuk masih dalam keadaan lembab. Ketika menginap sempat mati lampu, dan ketika malam lampu tidur mendadak rusak. Lantai vinyl rusak sehingga lantai lengket karena lemnya kemana-mana. Kecewa.",linen_P1-neg,linen_P1,neg
"karena permintaan khusus tdk terpenuhi, banyak nyamuk, sarapannya kurang baik, tvnya kabur...",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"karena permintaan khusus tdk terpenuhi, banyak nyamuk, sarapannya kurang baik, tvnya kabur...",tv_P1-neg,tv_P1,neg
Acnya model jadul.. Berisikkk parahh bkn susah tdur n kurang dngin.. Dtmbh lg air panasny cm brfungs,ac_P1-neg,ac_P1,neg
"Airnya bau kurang sedap, dan kamar mandi kurang terawat .. perlu diperbaiki padahal sudah bagus temp",kebersihan-neg,kebersihan,neg
"Biasanya standard Airy cukup Bagus, kunjungan ini kamarnya perlu sedikit improve standar kebersihan dari pencahayaan mungkin bisa sedikit lebih terang dengan adanya teknologi lampu LED yang murah untuk meningkatkan occupansi, dan ngga Spoky, kamar sih luas tapi perlu peremajaan...mau lihat kamarnya silahkan lihat di Youtube Alfalegro Jalan Jalan",kebersihan-neg,kebersihan,neg
remote tv ga ada,tv_P1-neg,tv_P1,neg
sinyal untuk paket appn ssah mohon untuk pke wifi,wifi_P1-neg,wifi_P1,neg
bersih tapi ac tidak dingin mesti di service lagi ,ac_P1-neg,ac_P1,neg
lumayan untuk harga segitu...kabersihan tolong ditingkatkan,kebersihan-neg,kebersihan,neg
"barang saya tertinggal di kmr pd saat sy check out, saya baru teringat dijalan bhw kalung anak saya tertinggal di toilet. pada saat saya tanya ke petugas housekeeping yang membersihkan kamar sy sebelumnya, dia bilang tdk melihatnya. jelas saya ingat meletakannya di kamar mandi di samping keran wastafel. saya tanya ke fo mlh kaya saling menutupi.",service-neg,service,neg
kamar mandi ga bersih,kebersihan-neg,kebersihan,neg
"saya menginap untuk 4 malam di airy eco sleman jembatan merah, first impression saat masuk kedalam kamar adalah kecewa kamar tidak terlalu luas padahal sy pesan untuk family room, kamar mandi bau, room mate/keset kaki bau sekali, setiap hari saya minta di bersihkan, tapi toilet tetap dalam keadaan kotor/bau,semua sangat mengecewakan.",bau_P1-neg,bau_P1,neg
"saya menginap untuk 4 malam di airy eco sleman jembatan merah, first impression saat masuk kedalam kamar adalah kecewa kamar tidak terlalu luas padahal sy pesan untuk family room, kamar mandi bau, room mate/keset kaki bau sekali, setiap hari saya minta di bersihkan, tapi toilet tetap dalam keadaan kotor/bau,semua sangat mengecewakan.",kebersihan-neg,kebersihan,neg
"saya menginap untuk 4 malam di airy eco sleman jembatan merah, first impression saat masuk kedalam kamar adalah kecewa kamar tidak terlalu luas padahal sy pesan untuk family room, kamar mandi bau, room mate/keset kaki bau sekali, setiap hari saya minta di bersihkan, tapi toilet tetap dalam keadaan kotor/bau,semua sangat mengecewakan.",general-neg,general,neg
"Kamar nya lumayan, wifi nya gak nyampe sampai kamar saya, kamar mandi bau, jorok ",wifi_P1-neg,wifi_P1,neg
"Kamar nya lumayan, wifi nya gak nyampe sampai kamar saya, kamar mandi bau, jorok ",bau_P1-neg,bau_P1,neg
"Kamar nya lumayan, wifi nya gak nyampe sampai kamar saya, kamar mandi bau, jorok ",kebersihan-neg,kebersihan,neg
"Dinding kamar perlu dicat ulang, dinding lembab dan cat ngelupas. Selimut kurang bersih. Harga murah, kamar luas. Nyaman",linen_P1-neg,linen_P1,neg
bagus.. sesuai expectasi. hanya AC kurang dingin. mgkn butuh servis saja,ac_P1-neg,ac_P1,neg
overall ok tapi saluran air menggenang dan flush closet macet ,general-pos,general,pos
overall ok tapi saluran air menggenang dan flush closet macet ,kebersihan-neg,kebersihan,neg
Kamarnya kotor apalagi kamar mandi kotor tak terawat. WiFi tidak bisa. No recommended,kebersihan-neg,kebersihan,neg
Kamarnya kotor apalagi kamar mandi kotor tak terawat. WiFi tidak bisa. No recommended,wifi_P1-neg,wifi_P1,neg
menurut saya alangkah lebih baik lagi debunya dibersihkan pada slimut...  slimut lebih nyaman kalau warna putih semua dan agak di tebelin lagi selimutnya...  ,linen_P1-neg,linen_P1,neg
menurut saya alangkah lebih baik lagi debunya dibersihkan pada slimut...  slimut lebih nyaman kalau warna putih semua dan agak di tebelin lagi selimutnya...  ,kebersihan-neg,kebersihan,neg
mungkin bisa dimulai dari fasilitas di kamar mandi soalnya waktu saya menempati kamar yg dipesan shower air panas tidak berfungsi,air_panas_P1-neg,air_panas_P1,neg
kurang persiapan & kurang bersih,kebersihan-neg,kebersihan,neg
"kamar mandinya kotor dan saluran airnya kesumbat jadi air ngenggenang dan meluap ke kamar, jadi bikin kamar banjir..",kebersihan-neg,kebersihan,neg
Kamar agak kecil dgn tv  sangat mungil. Kamar mandi tidak bersih agak jorok. Selimut dan sprei ada noda2 namun besoknya setelah di komplain diganti dgn yg agak bersih. kolam renang airnya kotor dan sdh lama tidak dikuras. Walaupun sedikit mengecewakan namun agak terobati dengan snack airy dan bath set airy.  Over all lumayanlah,tv_P1-neg,tv_P1,neg
Kamar agak kecil dgn tv  sangat mungil. Kamar mandi tidak bersih agak jorok. Selimut dan sprei ada noda2 namun besoknya setelah di komplain diganti dgn yg agak bersih. kolam renang airnya kotor dan sdh lama tidak dikuras. Walaupun sedikit mengecewakan namun agak terobati dengan snack airy dan bath set airy.  Over all lumayanlah,kebersihan-neg,kebersihan,neg
Kamar agak kecil dgn tv  sangat mungil. Kamar mandi tidak bersih agak jorok. Selimut dan sprei ada noda2 namun besoknya setelah di komplain diganti dgn yg agak bersih. kolam renang airnya kotor dan sdh lama tidak dikuras. Walaupun sedikit mengecewakan namun agak terobati dengan snack airy dan bath set airy.  Over all lumayanlah,linen_P1-neg,linen_P1,neg
Kamar agak kecil dgn tv  sangat mungil. Kamar mandi tidak bersih agak jorok. Selimut dan sprei ada noda2 namun besoknya setelah di komplain diganti dgn yg agak bersih. kolam renang airnya kotor dan sdh lama tidak dikuras. Walaupun sedikit mengecewakan namun agak terobati dengan snack airy dan bath set airy.  Over all lumayanlah,linen_P1-pos,linen_P1,pos
Kamar agak kecil dgn tv  sangat mungil. Kamar mandi tidak bersih agak jorok. Selimut dan sprei ada noda2 namun besoknya setelah di komplain diganti dgn yg agak bersih. kolam renang airnya kotor dan sdh lama tidak dikuras. Walaupun sedikit mengecewakan namun agak terobati dengan snack airy dan bath set airy.  Over all lumayanlah,general-pos,general,pos
"cm ada 1 hal yg bikin ilfeel, yaitu di bantal biru khas airy room ada BEKAS ILER yg ga dibersihin & kelihatan sekali, ada di kedua bantal birunya, gmn ya ini airy?",linen_P1-neg,linen_P1,neg
"cm ada 1 hal yg bikin ilfeel, yaitu di bantal biru khas airy room ada BEKAS ILER yg ga dibersihin & kelihatan sekali, ada di kedua bantal birunya, gmn ya ini airy?",kebersihan-neg,kebersihan,neg
resepsionis cewe lemot bgt kerjanya. Ga dpt sarapan. Dpt kamar yg tidak sesuai gambar,service-neg,service,neg
resepsionis cewe lemot bgt kerjanya. Ga dpt sarapan. Dpt kamar yg tidak sesuai gambar,sunrise_meal_P1-neg,sunrise_meal_P1,neg
airy brengsek. menjual kamar hancur berantakan. kalian jual kamar buat tamu esek2 ya??? kamar kotor bau rokok. tidak ada handuk tidak ada air. pintu kamar mandi rusak. komplain ke airy tidak direspon. sangat2 mengecewakan sekali. tutup z airy g pantas kalian jualan kamar kayak gitu. skalian z jual jasa service esek2. hotel kok hancur gt.  ,general-neg,general,neg
airy brengsek. menjual kamar hancur berantakan. kalian jual kamar buat tamu esek2 ya??? kamar kotor bau rokok. tidak ada handuk tidak ada air. pintu kamar mandi rusak. komplain ke airy tidak direspon. sangat2 mengecewakan sekali. tutup z airy g pantas kalian jualan kamar kayak gitu. skalian z jual jasa service esek2. hotel kok hancur gt.  ,bau_P1-neg,bau_P1,neg
airy brengsek. menjual kamar hancur berantakan. kalian jual kamar buat tamu esek2 ya??? kamar kotor bau rokok. tidak ada handuk tidak ada air. pintu kamar mandi rusak. komplain ke airy tidak direspon. sangat2 mengecewakan sekali. tutup z airy g pantas kalian jualan kamar kayak gitu. skalian z jual jasa service esek2. hotel kok hancur gt.  ,kebersihan-neg,kebersihan,neg
airy brengsek. menjual kamar hancur berantakan. kalian jual kamar buat tamu esek2 ya??? kamar kotor bau rokok. tidak ada handuk tidak ada air. pintu kamar mandi rusak. komplain ke airy tidak direspon. sangat2 mengecewakan sekali. tutup z airy g pantas kalian jualan kamar kayak gitu. skalian z jual jasa service esek2. hotel kok hancur gt.  ,linen_P1-neg,linen_P1,neg
airy brengsek. menjual kamar hancur berantakan. kalian jual kamar buat tamu esek2 ya??? kamar kotor bau rokok. tidak ada handuk tidak ada air. pintu kamar mandi rusak. komplain ke airy tidak direspon. sangat2 mengecewakan sekali. tutup z airy g pantas kalian jualan kamar kayak gitu. skalian z jual jasa service esek2. hotel kok hancur gt.  ,service-neg,service,neg
"plus: lokasi tenang, strategis, rate ekonomis. minus: kebersihan kurang, kamar bau, kran bulukan. ",kebersihan-neg,kebersihan,neg
"plus: lokasi tenang, strategis, rate ekonomis. minus: kebersihan kurang, kamar bau, kran bulukan. ",bau_P1-neg,bau_P1,neg
"Pesen 3 hari, malam hari pertama kita tidur nya di kamar orang yang penuh barang2  alasannya kamarnya habis padahal kita udah booking, hari ke 2 kita minta handuk dianternya baru besok paginya. Kamar hotel sih lumayan, cuma ya gitu :((",service-neg,service,neg
baguss tapi wifinyaa lemottt bangett,wifi_P1-neg,wifi_P1,neg
wifi tidak bisa akses ke internet,wifi_P1-neg,wifi_P1,neg
"kasurnya kecil, snacknya terbatas, ac kurang dingin. gak bagus kalau utk berdua. terima kasih",linen_P1-neg,linen_P1,neg
"kasurnya kecil, snacknya terbatas, ac kurang dingin. gak bagus kalau utk berdua. terima kasih",ac_P1-neg,ac_P1,neg
"sebenarnya saya bisa kasih sangat baik kalau kebersihan kamar dijaga, tks",kebersihan-neg,kebersihan,neg
"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.",general-neg,general,neg
"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.",ac_P1-neg,ac_P1,neg
"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.",linen_P1-neg,linen_P1,neg
"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.",kebersihan-neg,kebersihan,neg
"pengalaman hotel terburuk, pintu hotel jelek, ac tua kurang berfungsi, 1 hari pertama tidak disediakan selimut, selimut juga kotor, sprai dan tempat tidur kotor, tempat tidur juga ga spring bed, ventilasi wc jelek, jadi bau, air kotor, lantai kayu, tv kecil lama tidak terurus, pelayanan juga tidak memuaskan, hotel airy terburuk yang pernah ada.",bau_P1-neg,bau_P1,neg
